"","X","f1","f2","participant","question","language","vowel","logf1","logf2"
"636",636,684.029213567577,1407.65112508599,59,4,"l2","a",6.52800062660463,7.24967772553663
"637",637,631.289068934653,1379.05428504719,60,1,"l2","a",6.44776387005601,7.22915324253495
"638",638,632.714325253429,1407.81110514523,60,2,"l2","a",6.45001901735919,7.24979136944043
"639",639,637.180155233044,1263.47090369661,60,3,"l2","a",6.45705243384885,7.14161789822642
"640",640,636.740980214517,1514.46735872551,60,4,"l2","a",6.45636294841101,7.32281907772629
"641",641,717.286371654285,1391.62053532709,61,1,"l2","a",6.57547516344581,7.23822419979947
"642",642,643.039491919111,1370.56162619278,61,2,"l2","a",6.46620614057728,7.22297588094333
"643",643,649.956267702892,1396.40510099256,61,3,"l2","a",6.47690508016916,7.24165642818365
"644",644,609.431781846597,1300.21847700933,61,4,"l2","a",6.41252701787729,7.1702875885672
"645",645,617.467170482025,1334.09188047597,62,1,"l2","a",6.42562590187752,7.19600610002275
"646",646,609.583412423265,1348.44062447056,62,2,"l2","a",6.41277579341046,7.20670411081364
"647",647,692.700852351841,1355.89623099662,62,3,"l2","a",6.54059823550541,7.21221793975839
"648",648,667.008416594304,1420.53897978363,62,4,"l2","a",6.50280266441817,7.25879164180732
"649",649,601.774429456978,1309.14353495043,63,1,"l2","a",6.39988267319182,7.17712841226707
"650",650,669.226289490034,1353.44879517083,63,2,"l2","a",6.50612225329327,7.2104112769171
"651",651,681.745858418374,1316.89445723041,63,3,"l2","a",6.52465694678004,7.18303155975478
"652",652,674.090021118202,1408.26513148751,63,4,"l2","a",6.51336366448355,7.25011382260438
"653",653,651.815921158921,1281.51944630794,64,1,"l2","a",6.47976219255332,7.15580172033428
"654",654,708.259185813859,1414.78364386336,64,2,"l2","a",6.56281010836017,7.2547318965233
"655",655,578.518231445223,1384.27366450974,64,3,"l2","a",6.36047006116778,7.23293085110308
"656",656,597.672337341159,1332.379244255,64,4,"l2","a",6.39304267291403,7.19472152848504
"657",657,607.710464021389,1270.1249177256,65,1,"l2","a",6.4096985580508,7.14687053502943
"658",658,641.98518589613,1284.94191154848,65,2,"l2","a",6.46456522849558,7.1584687912869
"659",659,681.926652608264,1502.53164819953,65,3,"l2","a",6.5249221045646,7.31490672988105
"660",660,624.31938742594,1283.59878308982,65,4,"l2","a",6.43666207624824,7.15742296119055
"661",661,677.118251867121,1388.14222467282,66,1,"l2","a",6.51784592806851,7.23572160316086
"662",662,600.083384443989,1303.29446169818,66,2,"l2","a",6.39706861963346,7.17265053908253
"663",663,702.864773393449,1369.33459360801,66,3,"l2","a",6.5551645168262,7.2220802027363
"664",664,565.582946338737,1433.26188008233,66,4,"l2","a",6.33785696267578,7.26770816066559
"665",665,681.443959298243,1403.04364810295,67,1,"l2","a",6.5242140163515,7.24639919016946
"666",666,610.038845605386,1404.56451282409,67,2,"l2","a",6.41352263646009,7.24748257843643
"667",667,584.62210274295,1336.62961620161,67,3,"l2","a",6.37096566028085,7.19790651269593
"668",668,586.7978912962,1306.97588535637,67,4,"l2","a",6.37468045269761,7.17547126307633
"669",669,641.136134291874,1345.39586116305,68,1,"l2","a",6.4632418123621,7.20444356929946
"670",670,546.715463094433,1388.86764129501,68,2,"l2","a",6.30392848992465,7.23624404756956
"671",671,684.359343988797,1191.91574330064,68,3,"l2","a",6.5284831363798,7.08331715997651
"672",672,622.662048518286,1293.30787214763,68,4,"l2","a",6.43400391336665,7.16495845727164
"673",673,695.995193304953,1311.36830034978,69,1,"l2","a",6.54534275413953,7.17882637516416
"674",674,608.354083245484,1234.55210618813,69,2,"l2","a",6.4107570862114,7.11846351622833
"675",675,651.079047897618,1287.10148226086,69,3,"l2","a",6.47863106017907,7.16014805628303
"676",676,616.715163404666,1375.28264258568,69,4,"l2","a",6.42440726967095,7.2264145472206
"677",677,610.280347845214,1344.76387696378,70,1,"l2","a",6.41391843822127,7.2039737204634
"678",678,617.596308410186,1399.01908242786,70,2,"l2","a",6.42583502137759,7.24352661462096
"679",679,632.328163921792,1326.65850192345,70,3,"l2","a",6.44940850609663,7.19041865526238
"680",680,658.558838386073,1328.37339290667,70,4,"l2","a",6.49005386933453,7.19171045987311
"681",681,599.038285761231,1426.25512791199,71,1,"l2","a",6.39532551220183,7.26280749655071
"682",682,581.619142821257,1371.71799231183,71,2,"l2","a",6.36581583974446,7.22381924219635
"683",683,616.310393239848,1264.88734979451,71,3,"l2","a",6.42375072175566,7.14273834565046
"684",684,595.373709346367,1378.55084916223,71,4,"l2","a",6.38918929131917,7.22878811709745
"685",685,661.855717570674,1274.06338906509,72,1,"l2","a",6.4950475828936,7.14996659083238
"686",686,581.611392956365,1315.06292393376,72,2,"l2","a",6.36580251501707,7.18163979436724
"687",687,572.907299477072,1324.04344938754,72,3,"l2","a",6.35072392260945,7.18844555271645
"688",688,610.361847564922,1290.76670834042,72,4,"l2","a",6.41405197402748,7.16299166835188
"689",689,643.682160642042,1317.40508807307,73,1,"l2","a",6.467205064898,7.18341923840733
"690",690,660.256170076653,1440.56070879158,73,2,"l2","a",6.49262789619477,7.27278769788616
"691",691,605.961021871798,1250.20006785316,73,3,"l2","a",6.40681566365711,7.13105887177155
"692",692,619.329694209679,1305.25873069473,73,4,"l2","a",6.42863775481599,7.17415656117442
"693",693,663.253370563402,1358.03762148488,74,1,"l2","a",6.49715707489472,7.21379601133202
"694",694,660.262157751763,1351.14833657425,74,2,"l2","a",6.49263696486877,7.20871012954521
"695",695,600.209167037122,1280.89449645758,74,3,"l2","a",6.39727820619373,7.15531393820641
"696",696,631.603471083206,1260.488582878,74,4,"l2","a",6.44826177806494,7.13925468897331
"697",697,609.78907765543,1381.5945770619,75,1,"l2","a",6.41311312303827,7.23099360171033
"698",698,669.662976679034,1446.83643347915,75,2,"l2","a",6.50677456594603,7.27713468187254
"699",699,623.223230126301,1343.39472969445,75,3,"l2","a",6.4349047694175,7.20295506971538
"700",700,679.982262319437,1386.19437890237,75,4,"l2","a",6.52206671300558,7.23431741443481
"701",701,637.919311007308,1368.90130529779,76,1,"l2","a",6.45821180357118,7.22176373013874
"702",702,570.12011764206,1410.91930045867,76,2,"l2","a",6.34584707133295,7.25199675706249
"703",703,653.364668698202,1369.22679791281,76,3,"l2","a",6.48213542469947,7.22200147841368
"704",704,616.124660313,1397.98497904798,76,4,"l2","a",6.42344931369733,7.24278717813516
"705",705,672.351213564021,1404.89949236687,77,1,"l2","a",6.51078084322701,7.2477210435271
"706",706,616.208472504074,1419.50821872979,77,2,"l2","a",6.42358533566894,7.25806576577283
"707",707,674.132662413258,1357.68812338937,77,3,"l2","a",6.51342692005043,7.21353862297231
"708",708,685.877379281161,1265.55390941788,77,4,"l2","a",6.53069886434511,7.1432651783808
"709",709,685.349482287929,1352.32089316052,78,1,"l2","a",6.52992890127903,7.20957757545278
"710",710,609.918821003338,1312.59048380715,78,2,"l2","a",6.41332586798899,7.17975793213307
"711",711,713.369709355571,1367.90880057352,78,3,"l2","a",6.56999981247131,7.22103842971277
"712",712,648.053042602716,1408.33972388588,78,4,"l2","a",6.47397254887065,7.25016678878332
"713",713,616.130949489131,1253.32529458951,79,1,"l2","a",6.42345952128102,7.13355553380391
"714",714,626.306997936536,1449.7595829473,79,2,"l2","a",6.43984066292661,7.27915301680354
"715",715,631.908280439737,1266.73282455231,79,3,"l2","a",6.44874425772858,7.14419628559215
"716",716,624.062930349314,1375.00050634947,79,4,"l2","a",6.43625121320319,7.22620937835477
"717",717,624.969611917729,1235.02583599623,80,1,"l2","a",6.43770302762273,7.11884716867826
"718",718,574.032817314996,1385.69626697802,80,2,"l2","a",6.35268656770789,7.23395801213988
"719",719,563.660522455963,1386.27252069569,80,3,"l2","a",6.33445215973811,7.23437378430047
"720",720,688.761400398486,1276.98183303456,80,4,"l2","a",6.53489491263284,7.15225462964674
"721",721,637.290633134641,1446.92207383581,81,1,"l2","a",6.45722580447905,7.27719387157788
"722",722,591.20635780863,1247.16306855501,81,2,"l2","a",6.3821651236503,7.12862670581941
"723",723,560.073447285693,1356.99472089575,81,3,"l2","a",6.32806793099633,7.21302776955151
"724",724,628.752888008292,1279.80738598608,81,4,"l2","a",6.44373831465714,7.15446486589208
"725",725,591.221075812113,1288.47138782085,82,1,"l2","a",6.38219001820715,7.16121182404133
"726",726,635.853182921281,1260.10905904331,82,2,"l2","a",6.45496769222804,7.13895355099615
"727",727,642.194977694264,1403.34962262271,82,3,"l2","a",6.46489196115499,7.24661724551058
"728",728,585.258761230056,1304.17204741652,82,4,"l2","a",6.37205407632314,7.17332367198637
"729",729,635.016981388541,1313.67960874294,83,1,"l2","a",6.45365174087928,7.18058734035069
"730",730,636.960438293383,1385.61934062282,83,2,"l2","a",6.45670754735367,7.23390249601244
"731",731,648.122314300761,1402.36316735089,83,3,"l2","a",6.47407943517696,7.24591406925106
"732",732,606.210736084414,1269.10406347475,83,4,"l2","a",6.40722767493275,7.14606646866644
"733",733,607.933646008121,1259.23324004154,84,1,"l2","a",6.41006574115546,7.13825827506055
"734",734,665.195096098359,1266.05693889868,84,2,"l2","a",6.50008037522058,7.14366257712615
"735",735,622.239318228723,1366.14281951596,84,3,"l2","a",6.4333247747343,7.2197465877518
"736",736,660.786820481975,1392.24593769861,84,4,"l2","a",6.49343127721667,7.23867350466959
"737",737,706.316342089026,1379.73295055024,85,1,"l2","a",6.56006321375024,7.22964524533095
"738",738,631.482460384785,1247.74998614365,85,2,"l2","a",6.44807016687559,7.12909719724465
"739",739,644.487170446041,1448.86796830828,85,3,"l2","a",6.46845491596861,7.27853781898915
"740",740,632.6629592143,1332.05588058951,85,4,"l2","a",6.44993783044397,7.19447880261488
"741",741,657.481425310924,1271.16113755238,86,1,"l2","a",6.48841651317518,7.14768604328916
"742",742,601.079574824896,1239.1159078582,86,2,"l2","a",6.39872732980534,7.12215342677602
"743",743,607.937764560733,1322.04106357583,86,3,"l2","a",6.41007251580708,7.18693208163561
"744",744,616.535851536884,1431.28996090354,86,4,"l2","a",6.42411647425806,7.26633138719474
"745",745,585.703327730328,1421.23523150571,87,1,"l2","a",6.37281339470898,7.25928165380985
"746",746,645.38528305331,1364.82066850947,87,2,"l2","a",6.46984747652755,7.21877832060682
"747",747,675.253890606152,1264.82208641747,87,3,"l2","a",6.51508875438312,7.1426867481222
"748",748,643.09815390027,1461.0853023963,87,4,"l2","a",6.46629736251047,7.2869347963545
"749",749,586.974932857311,1309.53470918664,88,1,"l2","a",6.37498211509567,7.17742716927549
"750",750,644.223754987397,1362.7714349706,88,2,"l2","a",6.4680461113917,7.21727572502311
"751",751,663.402954319585,1418.96403754211,88,3,"l2","a",6.49738257980359,7.25768233331677
"752",752,630.65180141235,1246.07166903168,88,4,"l2","a",6.44675388996669,7.12775121698029
"753",753,630.340557229966,1274.01547010147,89,1,"l2","a",6.44626024036354,7.14992897899518
"754",754,605.612166864322,1372.42077602318,89,2,"l2","a",6.40623979251641,7.2243314493302
"755",755,628.580303800074,1501.56264228706,89,3,"l2","a",6.44346379043329,7.31426160635804
"756",756,608.95792508402,1375.74316656771,89,4,"l2","a",6.41174917679119,7.2267493488679
"757",757,697.373634626193,1295.09954912864,90,1,"l2","a",6.54732132828773,7.16634284309315
"758",758,644.181848694876,1269.79701330791,90,2,"l2","a",6.4679810599942,7.14661233463712
"759",759,633.02900402115,1382.14917883673,90,3,"l2","a",6.4505162410331,7.23139494266757
"760",760,701.702477191391,1317.6923105709,90,4,"l2","a",6.55350949252334,7.1836372360412
"761",761,646.402084952406,1393.88863191254,91,1,"l2","a",6.47142173268498,7.23985269710501
"762",762,651.136921375534,1499.41212596407,91,2,"l2","a",6.47871994478703,7.31282839424719
"763",763,608.018052529838,1271.17287010824,91,3,"l2","a",6.4102045731863,7.14769527304089
"764",764,593.960726298675,1393.93600887609,91,4,"l2","a",6.3868131998345,7.23988668558683
"765",765,601.883097758528,1334.0875770547,92,1,"l2","a",6.40006323668166,7.19600287428675
"766",766,586.069554294676,1407.37361469036,92,2,"l2","a",6.37343847586914,7.24948056180119
"767",767,644.624644209578,1318.03720806539,92,3,"l2","a",6.46866820043702,7.18389894536609
"768",768,556.40265807535,1481.9187877652,92,4,"l2","a",6.32149223731205,7.3010930052757
"769",769,671.334267040173,1357.66146263235,93,1,"l2","a",6.50926717543392,7.21351898590079
"770",770,612.951343256857,1403.3628883892,93,2,"l2","a",6.41828555800097,7.24662669839643
"771",771,658.384908671381,1345.35699811759,93,3,"l2","a",6.48978972788416,7.20441468292639
"772",772,643.122650844374,1281.45806108009,93,4,"l2","a",6.46633545386153,7.15575381883871
"773",773,630.614790271131,1350.23181522302,94,1,"l2","a",6.44669520111934,7.20803157167116
"774",774,650.526088774445,1316.76331570949,94,2,"l2","a",6.47778140287386,7.18293197086942
"775",775,648.356437076707,1363.19789305167,94,3,"l2","a",6.4744406023434,7.21758861048383
"776",776,586.737106766129,1416.33868614488,94,4,"l2","a",6.37457686050782,7.25583043078403
"777",777,666.53524972008,1279.04478692112,95,1,"l2","a",6.50209302602232,7.15386881810502
"778",778,617.032120064241,1441.27381877316,95,2,"l2","a",6.42492108100135,7.27328259791551
"779",779,678.703585186758,1424.6352981676,95,3,"l2","a",6.520184486128,7.26167112883634
"780",780,612.286544660093,1196.1034927205,95,4,"l2","a",6.41720038316503,7.08682446314187
"781",781,698.755145192211,1371.2739967716,96,1,"l2","a",6.54930038786576,7.22349551136092
"782",782,676.334075136578,1237.88912433634,96,2,"l2","a",6.51668714795835,7.12116288892387
"783",783,656.718260214327,1426.5123419442,96,3,"l2","a",6.48725509883186,7.26298782252233
"784",784,613.839129048718,1342.54734346233,96,4,"l2","a",6.41973288901124,7.20232409091007
"785",785,663.43996501223,1441.04615232895,97,1,"l2","a",6.49743836740604,7.27312462347342
"786",786,666.907778064978,1380.88654871725,97,2,"l2","a",6.50265177258566,7.23048099849032
"787",787,677.173974213873,1417.51459444266,97,3,"l2","a",6.51792821805838,7.25666033145201
"788",788,618.679379962535,1394.12350245966,97,4,"l2","a",6.42758717397531,7.24002118313474
"789",789,587.661719444789,1303.68158281473,98,1,"l2","a",6.37615147527933,7.17294752771057
"790",790,692.233859108431,1337.93144542479,98,2,"l2","a",6.53992384521503,7.19888000277224
"791",791,629.773550273685,1367.38594649547,98,3,"l2","a",6.44536031076007,7.22065612788956
"792",792,619.328991820321,1428.31212661615,98,4,"l2","a",6.42863662070315,7.26424869507699
"793",793,691.757096633842,1389.77431278133,99,1,"l2","a",6.5392348775719,7.23689664803661
"794",794,643.654641919664,1322.09912856406,99,2,"l2","a",6.46716231194892,7.18697600138571
"795",795,668.67090725209,1190.5086719401,99,3,"l2","a",6.50529202168624,7.08213595018439
"796",796,651.352535532188,1326.01032773112,99,4,"l2","a",6.47905102486984,7.18992995935131
"797",797,603.174354046846,1432.11067128299,100,1,"l2","a",6.40220629928931,7.2669046289498
"798",798,647.2941141593,1426.69272748986,100,2,"l2","a",6.47280077260003,7.26311426667304
"799",799,641.68974049465,1381.94228223386,100,3,"l2","a",6.4641049166197,7.23124523951471
"800",800,651.355687107853,1391.38873850904,100,4,"l2","a",6.47905586336799,7.2380576198166
"801",801,605.113495461255,1309.80116915929,1,1,"l3","a",6.40541603624068,7.17763062540784
"802",802,649.492326101207,1310.36032880718,1,2,"l3","a",6.47619102095418,7.17805743853124
"803",803,667.496733356979,1120.53068505553,1,3,"l3","a",6.50353449641521,7.02155767801152
"804",804,575.742633627112,1268.1835046319,1,4,"l3","a",6.355660744224,7.14534084426753
"805",805,678.700110351555,1439.6866045442,2,1,"l3","a",6.52017936630224,7.27218073315076
"806",806,634.352412473244,1312.55067363521,2,2,"l3","a",6.45260465564274,7.17972760220446
"807",807,605.684601073881,1410.69901047501,2,3,"l3","a",6.40635939030873,7.25184061263767
"808",808,603.274089323296,1344.54053735874,2,4,"l3","a",6.40237163627859,7.20380762576295
"809",809,618.216478599458,1263.62035804122,3,1,"l3","a",6.42683868511671,7.14173617994188
"810",810,621.238434766726,1349.60757673739,3,2,"l3","a",6.4317149611679,7.20756914527749
"811",811,602.381039775182,1287.03694600336,3,3,"l3","a",6.40089020151356,7.16009791425741
"812",812,629.048228237937,1278.79831117834,3,4,"l3","a",6.44420792822523,7.1536760965548
"813",813,624.354511421924,1356.11230781832,4,1,"l3","a",6.43671833432495,7.21237728794558
"814",814,674.972490215426,1417.00751619874,4,2,"l3","a",6.51467193480561,7.25630254398059
"815",815,611.861673304323,1343.21164101889,4,3,"l3","a",6.41650623295251,7.20281877235687
"816",816,608.474048333861,1259.35515187593,4,4,"l3","a",6.41095426292954,7.13835508471382
"817",817,638.417487793847,1361.02199274715,5,1,"l3","a",6.4589924389212,7.21599116177671
"818",818,689.02735009885,1334.1202729041,5,2,"l3","a",6.53528096557974,7.19602738200971
"819",819,609.400666574246,1233.40949220858,5,3,"l3","a",6.41247596037156,7.11753755849712
"820",820,637.840230894493,1373.77176990442,5,4,"l3","a",6.45808783018855,7.22531535265645
"821",821,634.327664206392,1324.59051490499,6,1,"l3","a",6.45256564144632,7.18885864530125
"822",822,572.71120773085,1380.94482450364,6,2,"l3","a",6.35038158919409,7.23052319931906
"823",823,590.418680960629,1422.80342979273,6,3,"l3","a",6.38083191397917,7.26038445066511
"824",824,651.270442172321,1304.09579211169,6,4,"l3","a",6.47892498170711,7.17326519999688
"825",825,611.307927848196,1283.63277976588,7,1,"l3","a",6.41560080578454,7.15744944627787
"826",826,661.696935600106,1223.35735230415,7,2,"l3","a",6.49480764990574,7.10935428622385
"827",827,605.791252807676,1328.22100693572,7,3,"l3","a",6.40653545941275,7.19159573707529
"828",828,678.160274156152,1311.36045602984,7,4,"l3","a",6.51938365256477,7.17882039336378
"829",829,656.090567904553,1316.49690789043,8,1,"l3","a",6.48629884024468,7.18272963019865
"830",830,665.542213494356,1213.05235531217,8,2,"l3","a",6.50060206706971,7.10089506985281
"831",831,631.151870029895,1328.41424536381,8,3,"l3","a",6.44754651508745,7.19174121314564
"832",832,615.499733100129,1326.00497956555,8,4,"l3","a",6.42243451199343,7.18992592606723
"833",833,606.03302825966,1253.04425567998,9,1,"l3","a",6.40693448666278,7.13333127404886
"834",834,660.942683896492,1428.75293964818,9,2,"l3","a",6.49366712489159,7.26455727260344
"835",835,614.484584679628,1261.77085832743,9,3,"l3","a",6.42078384273476,7.14027145635175
"836",836,667.231612629832,1426.20068952677,9,4,"l3","a",6.50313723096201,7.26276932706539
"837",837,626.599184701022,1384.64611255573,10,1,"l3","a",6.44030707736982,7.23319987157188
"838",838,577.207744401794,1412.83147137269,10,2,"l3","a",6.35820224399923,7.25335110548826
"839",839,621.05252158654,1321.11653150343,10,3,"l3","a",6.43141565418088,7.18623251524439
"840",840,658.193271133315,1228.33548231926,10,4,"l3","a",6.48949861332316,7.11341526546745
"841",841,628.405218698354,1388.12885749812,11,1,"l3","a",6.44318521108656,7.23571197357189
"842",842,622.490739346167,1324.12366158888,11,2,"l3","a",6.43372875167586,7.18850613212705
"843",843,606.691929292453,1337.99308202701,11,3,"l3","a",6.4080211322266,7.19892607029141
"844",844,653.153846111429,1444.21311939577,11,4,"l3","a",6.48181270047289,7.27531989817176
"845",845,663.93119782586,1376.74882628183,12,1,"l3","a",6.49817852637561,7.22748007561405
"846",846,598.891794696001,1466.36656487588,12,2,"l3","a",6.39508093855209,7.29054289544441
"847",847,681.726834149673,1315.29500695273,12,3,"l3","a",6.52462904116989,7.18181625933944
"848",848,620.871162731382,1348.56308196702,12,4,"l3","a",6.43112359298785,7.20679492084571
"849",849,683.150069370032,1288.21908832407,13,1,"l3","a",6.52671455632886,7.16101599182949
"850",850,610.443699992872,1358.24185839168,13,2,"l3","a",6.41418606979438,7.21394639122385
"851",851,622.418770542392,1314.02345474866,13,3,"l3","a",6.43361313073589,7.18084904877007
"852",852,654.325107409676,1218.72958245472,13,4,"l3","a",6.48360433407188,7.10556426931406
"853",853,559.475849306574,1317.52371221469,14,1,"l3","a",6.32700036204211,7.18350927813947
"854",854,644.74834961438,1347.94806388632,14,2,"l3","a",6.46886008502864,7.20633876245578
"855",855,618.460633293483,1416.33506043663,14,3,"l3","a",6.42723354113021,7.25582787086462
"856",856,627.86854176582,1363.81421100079,14,4,"l3","a",6.44233081615758,7.21804062018242
"857",857,613.266831262717,1324.76547815607,15,1,"l3","a",6.41880012876721,7.18899072513633
"858",858,630.223059848036,1251.80590751758,15,2,"l3","a",6.44607381997083,7.13234251369786
"859",859,629.255551891489,1326.62982844408,15,3,"l3","a",6.44453745700628,7.19039704172038
"860",860,618.878167580362,1294.66648832635,15,4,"l3","a",6.42790843195629,7.16600840299311
"861",861,627.657891264739,1385.40093925993,16,1,"l3","a",6.44199525890045,7.23374486355849
"862",862,624.652757595089,1428.43157195473,16,2,"l3","a",6.43719590749243,7.2643323184967
"863",863,633.120451154467,1245.93406360287,16,3,"l3","a",6.45066069022605,7.1276407794904
"864",864,648.029175962935,1432.15016380966,16,4,"l3","a",6.47393571997286,7.26693220501842
"865",865,612.518728216223,1322.31523984889,17,1,"l3","a",6.41757951863097,7.18713944875454
"866",866,618.996556391249,1313.43613429626,17,2,"l3","a",6.42809970948859,7.18040198540542
"867",867,650.487189499469,1428.34170092546,17,3,"l3","a",6.47772160444499,7.26426940063748
"868",868,670.461437177084,1423.78523608847,17,4,"l3","a",6.5079661875362,7.26107426324424
"869",869,665.226005450691,1374.58495539336,18,1,"l3","a",6.50012684073785,7.22590711391159
"870",870,615.772087631158,1415.56274596036,18,2,"l3","a",6.42287690745946,7.25528243134087
"871",871,685.058740220648,1349.49176798568,18,3,"l3","a",6.52950458673265,7.20748333239179
"872",872,673.826399415048,1366.31653673783,18,4,"l3","a",6.51297251010261,7.2198737385705
"873",873,545.724910935824,1334.45885076535,19,1,"l3","a",6.30211502265701,7.19628113342376
"874",874,658.730020050916,1238.50201585068,19,2,"l3","a",6.49031376930212,7.12165787658306
"875",875,603.805652902805,1269.69132334641,19,3,"l3","a",6.40325237943959,7.14652909742746
"876",876,655.334258691802,1330.59505262198,19,4,"l3","a",6.48514542408043,7.19338152914514
"877",877,602.733878986767,1287.04814016351,20,1,"l3","a",6.401475770933,7.16010661184103
"878",878,625.10728687852,1332.43263160791,20,2,"l3","a",6.43792329401031,7.19476159686916
"879",879,610.978041844016,1222.33271660357,20,3,"l3","a",6.41506102046364,7.10851637485187
"880",880,594.80567125178,1311.62619664766,20,4,"l3","a",6.38823474926109,7.17902301781744
"881",881,585.248367707809,1359.26523804298,21,1,"l3","a",6.37203631731597,7.21469956658889
"882",882,608.208523559702,1242.69525797438,21,2,"l3","a",6.41051778954773,7.12503789489929
"883",883,609.075747398711,1320.36947899884,21,3,"l3","a",6.41194263994039,7.18566688474584
"884",884,613.463834308096,1335.06208645645,21,4,"l3","a",6.41912131263031,7.1967330764619
"885",885,553.634811595627,1376.27032423506,22,1,"l3","a",6.31650528454399,7.2271324557644
"886",886,621.82212842778,1161.24673452606,22,2,"l3","a",6.43265408468487,7.05724947809056
"887",887,667.931762369074,1322.32156037677,22,3,"l3","a",6.50418601617666,7.18714422863802
"888",888,732.448716689909,1245.78712334849,22,4,"l3","a",6.59639332709548,7.12752283671629
"889",889,634.315313276958,1213.25197512507,23,1,"l3","a",6.45254617035846,7.10105961624615
"890",890,632.301006900974,1293.79419228086,23,2,"l3","a",6.44936555750514,7.16533441471502
"891",891,642.379961818667,1325.34195236564,23,3,"l3","a",6.46517996946029,7.18942578238121
"892",892,584.759959210684,1400.03943624392,23,4,"l3","a",6.37120143688947,7.24425568395228
"893",893,647.518886894303,1281.40084553616,24,1,"l3","a",6.47314796209702,7.15570916905811
"894",894,659.202508513504,1292.40393744188,24,2,"l3","a",6.49103078397865,7.16425928055811
"895",895,641.494168033557,1384.42716991703,24,3,"l3","a",6.46380009287416,7.23304173733936
"896",896,676.045604147988,1128.42868011337,24,4,"l3","a",6.5162605355249,7.02858139542428
"897",897,633.516409203145,1282.44141510876,25,1,"l3","a",6.45128590187742,7.15652089577446
"898",898,645.581903494051,1238.46281794253,25,2,"l3","a",6.47015208603941,7.12162622663179
"899",899,543.813986573053,1308.42494027492,25,3,"l3","a",6.29860725193575,7.17657935714178
"900",900,609.361184821273,1207.1013381978,25,4,"l3","a",6.41241117043259,7.09597717631205
"901",901,588.836171755567,1279.29567563641,26,1,"l3","a",6.37814799853651,7.15406495205964
"902",902,629.65331922039,1340.34350614243,26,2,"l3","a",6.44516938097038,7.20068120796094
"903",903,665.816428817608,1372.47347057701,26,3,"l3","a",6.5010140001408,7.22436984392694
"904",904,625.810178919838,1344.92085107331,26,4,"l3","a",6.43904709655446,7.20409044351876
"905",905,572.49457054527,1400.76971137791,27,1,"l3","a",6.3500032516197,7.24477715836345
"906",906,625.062484622627,1394.32351073443,27,2,"l3","a",6.4378516201354,7.24016463809312
"907",907,614.759851620904,1332.86084180865,27,3,"l3","a",6.42123170637807,7.195082919987
"908",908,646.915614472505,1418.44947030712,27,4,"l3","a",6.47221586014078,7.25731963169488
"909",909,620.924247958858,1238.67169921765,28,1,"l3","a",6.43120909052964,7.12179487413491
"910",910,632.133581634432,1387.50998014156,28,2,"l3","a",6.44910073515839,7.23526603848954
"911",911,605.952628470313,1264.48345321521,28,3,"l3","a",6.40680181217275,7.14241898038993
"912",912,623.871859278134,1221.28126062665,28,4,"l3","a",6.43594499356053,7.10765580026718
"913",913,625.726165164688,1378.04239784058,29,1,"l3","a",6.43891283955798,7.22841921876399
"914",914,673.012406080551,1194.76248344146,29,2,"l3","a",6.51176376347267,7.08570268598411
"915",915,610.11343346977,1424.96123080238,29,3,"l3","a",6.41364489638741,7.26189988587818
"916",916,588.481286036215,1347.74985706711,29,4,"l3","a",6.37754512676603,7.2061917082788
"917",917,609.780036113369,1221.86225621725,30,1,"l3","a",6.41309829560133,7.10813141342502
"918",918,624.882003381825,1405.13353095657,30,2,"l3","a",6.43756283732338,7.24788761707859
"919",919,619.426712335399,1440.78281366488,30,3,"l3","a",6.42879439275611,7.2729418654625
"920",920,617.077909143952,1352.65584959304,30,4,"l3","a",6.4249952868317,7.20982523483479
"921",921,627.081830923589,1348.52722422543,31,1,"l3","a",6.44107704395685,7.2067683309006
"922",922,601.463404619111,1280.54315648181,31,2,"l3","a",6.39936569336291,7.1550396079079
"923",923,571.417361902125,1359.32144576499,31,3,"l3","a",6.34811987418302,7.21474091728214
"924",924,633.518297127097,1328.953442538,31,4,"l3","a",6.45128888194409,7.19214702614928
"925",925,645.335838871567,1299.55364751748,32,1,"l3","a",6.46977086170979,7.16977613642871
"926",926,601.764018279833,1259.41007359086,32,2,"l3","a",6.39986537224532,7.13839869474495
"927",927,591.629504575118,1293.82078670201,32,3,"l3","a",6.38288060210001,7.16535496987594
"928",928,625.611720529329,1293.33068483875,32,4,"l3","a",6.43872992391707,7.16497609614202
"929",929,591.922777111718,1435.91767677603,33,1,"l3","a",6.38337618230739,7.26955941981445
"930",930,638.220035751555,1325.74824588783,33,2,"l3","a",6.45868310750923,7.18973229290705
"931",931,656.568163652938,1329.14129058028,33,3,"l3","a",6.48702651722268,7.19228836651631
"932",932,588.048675975803,1399.72256080141,33,4,"l3","a",6.37680972674414,7.24402932510877
"933",933,616.605418903918,1274.82117864512,34,1,"l3","a",6.42422930377528,7.15056119571325
"934",934,593.96827637156,1443.49050385797,34,2,"l3","a",6.38682591115457,7.27481942052781
"935",935,633.341625653388,1307.28834597954,34,3,"l3","a",6.45100996953764,7.17571030595571
"936",936,604.91369285435,1310.86457690539,34,4,"l3","a",6.40508579141535,7.17844218087313
"937",937,668.339695298809,1319.44093485631,35,1,"l3","a",6.50479657017759,7.18496339166471
"938",938,581.560656666947,1378.83968396494,35,2,"l3","a",6.36571527720996,7.22899761575227
